Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	fig|6666666.707976.peg.5017, fig|6666666.707976.peg.5361
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Valine--pyruvate aminotransferase (EC 2.6.1.66)	fig|6666666.707976.peg.2654
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	fig|6666666.707976.peg.5250
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	fig|6666666.707976.peg.5248, fig|6666666.707976.peg.5476
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Serine transporter	fig|6666666.707976.peg.1113, fig|6666666.707976.peg.3189
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-serine dehydratase (EC 4.3.1.17)	fig|6666666.707976.peg.1112, fig|6666666.707976.peg.2026, fig|6666666.707976.peg.4979
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Malate synthase G (EC 2.3.3.9)	fig|6666666.707976.peg.4924
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Citrate synthase (si) (EC 2.3.3.1)	fig|6666666.707976.peg.2533
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Aconitate hydratase 2 (EC 4.2.1.3)	fig|6666666.707976.peg.3191
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Isocitrate lyase (EC 4.1.3.1)	fig|6666666.707976.peg.3442
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	fig|6666666.707976.peg.4579
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Aconitate hydratase (EC 4.2.1.3)	fig|6666666.707976.peg.3292
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Triosephosphate isomerase (EC 5.3.1.1)	fig|6666666.707976.peg.5091
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	fig|6666666.707976.peg.5000
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	fig|6666666.707976.peg.5901
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.707976.peg.5920
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Glucose-6-phosphate isomerase (EC 5.3.1.9)	fig|6666666.707976.peg.2641
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	fig|6666666.707976.peg.3321
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Glucokinase (EC 2.7.1.2)	fig|6666666.707976.peg.2004
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.707976.peg.919, fig|6666666.707976.peg.2083
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Phosphoenolpyruvate synthase (EC 2.7.9.2)	fig|6666666.707976.peg.3230
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Enolase (EC 4.2.1.11)	fig|6666666.707976.peg.1836
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|6666666.707976.peg.2006, fig|6666666.707976.peg.3047
Carbohydrates	Central carbohydrate metabolism	Glycolysis and Gluconeogenesis	Phosphoglycerate kinase (EC 2.7.2.3)	fig|6666666.707976.peg.5003
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	fig|6666666.707976.peg.753
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	fig|6666666.707976.peg.3751
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Gluconate dehydratase (EC 4.2.1.39)	fig|6666666.707976.peg.854
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	fig|6666666.707976.peg.3752
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Gluconolactonase (EC 3.1.1.17)	fig|6666666.707976.peg.3141
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphoglycerate kinase (EC 2.7.2.3)	fig|6666666.707976.peg.5003
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|6666666.707976.peg.2006, fig|6666666.707976.peg.3047
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Enolase (EC 4.2.1.11)	fig|6666666.707976.peg.1836
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	fig|6666666.707976.peg.799
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.707976.peg.5920
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	D-glycerate 2-kinase (EC 2.7.1.-)	fig|6666666.707976.peg.918
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	fig|6666666.707976.peg.2272, fig|6666666.707976.peg.3753
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose 1-dehydrogenase (EC 1.1.1.47)	fig|6666666.707976.peg.3553
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Gluconokinase (EC 2.7.1.12)	fig|6666666.707976.peg.3723
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucokinase (EC 2.7.1.2)	fig|6666666.707976.peg.2004
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.707976.peg.919, fig|6666666.707976.peg.2083
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphogluconate dehydratase (EC 4.2.1.12)	fig|6666666.707976.peg.2005
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.707976.peg.5782
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	fig|6666666.707976.peg.553, fig|6666666.707976.peg.1119
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	fig|6666666.707976.peg.2526
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	fig|6666666.707976.peg.2527
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	fig|6666666.707976.peg.555, fig|6666666.707976.peg.1117
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	fig|6666666.707976.peg.554, fig|6666666.707976.peg.1118
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|6666666.707976.peg.5783
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	fig|6666666.707976.peg.556
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	fig|6666666.707976.peg.2528
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	fig|6666666.707976.peg.351
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	fig|6666666.707976.peg.3450, fig|6666666.707976.peg.3451
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	fig|6666666.707976.peg.2526
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	fig|6666666.707976.peg.2524
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	fig|6666666.707976.peg.2530
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	fig|6666666.707976.peg.3292
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	fig|6666666.707976.peg.2529
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	fig|6666666.707976.peg.2527
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Aconitate hydratase 2 (EC 4.2.1.3)	fig|6666666.707976.peg.3191
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	fig|6666666.707976.peg.2533
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Malate:quinone oxidoreductase (EC 1.1.5.4)	fig|6666666.707976.peg.2621, fig|6666666.707976.peg.2730
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	fig|6666666.707976.peg.2088
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	fig|6666666.707976.peg.2528
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	fig|6666666.707976.peg.4156
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	fig|6666666.707976.peg.2525
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	fig|6666666.707976.peg.1184, fig|6666666.707976.peg.5185
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	D-malic enzyme (EC 1.1.1.83)	fig|6666666.707976.peg.621, fig|6666666.707976.peg.5566
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate carboxyl transferase subunit A (EC 6.4.1.1)	fig|6666666.707976.peg.4122
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	fig|6666666.707976.peg.3591
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate carboxyl transferase subunit B (EC 6.4.1.1)	fig|6666666.707976.peg.4121
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	fig|6666666.707976.peg.1784
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	fig|6666666.707976.peg.5851
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.707976.peg.919, fig|6666666.707976.peg.2083
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate, aspartate	fig|6666666.707976.peg.4479
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	fig|6666666.707976.peg.3230
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	fig|6666666.707976.peg.5005
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	fig|6666666.707976.peg.2705
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	fig|6666666.707976.peg.5381
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	fig|6666666.707976.peg.4858
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	fig|6666666.707976.peg.2272, fig|6666666.707976.peg.3753
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	fig|6666666.707976.peg.2271
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	fig|6666666.707976.peg.3752
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	fig|6666666.707976.peg.26
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	fig|6666666.707976.peg.1103
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Phosphoglycolate phosphatase (EC 3.1.3.18)	fig|6666666.707976.peg.670, fig|6666666.707976.peg.4289, fig|6666666.707976.peg.4857
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	fig|6666666.707976.peg.3645
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	fig|6666666.707976.peg.1103
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	fig|6666666.707976.peg.2583, fig|6666666.707976.peg.3647
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	fig|6666666.707976.peg.1103
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	fig|6666666.707976.peg.3646
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Alpha-amylase (EC 3.2.1.1)	fig|6666666.707976.peg.2224
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Malto-oligosyltrehalose synthase (EC 5.4.99.15)	fig|6666666.707976.peg.2232
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	fig|6666666.707976.peg.2226
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Trehalose synthase (EC 5.4.99.16)	fig|6666666.707976.peg.2225
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141)	fig|6666666.707976.peg.2234
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Glycogen debranching enzyme (EC 3.2.1.-)	fig|6666666.707976.peg.2230
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Glucoamylase (EC 3.2.1.3)	fig|6666666.707976.peg.5224
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Periplasmic alpha-amylase (EC 3.2.1.1)	fig|6666666.707976.peg.5498
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Malto-oligosyltrehalose synthase (EC 5.4.99.15)	fig|6666666.707976.peg.2232
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	fig|6666666.707976.peg.2233
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, permease protein MalF	fig|6666666.707976.peg.3880
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	fig|6666666.707976.peg.3879, fig|6666666.707976.peg.4354
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Glycogen phosphorylase (EC 2.4.1.1)	fig|6666666.707976.peg.5904
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Aldose 1-epimerase (EC 5.1.3.3)	fig|6666666.707976.peg.3852
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Alpha-amylase (EC 3.2.1.1)	fig|6666666.707976.peg.2224
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	fig|6666666.707976.peg.3882
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Glucoamylase (EC 3.2.1.3)	fig|6666666.707976.peg.5224
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	fig|6666666.707976.peg.739, fig|6666666.707976.peg.3878
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, permease protein MalG	fig|6666666.707976.peg.3881
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|6666666.707976.peg.3067, fig|6666666.707976.peg.3068, fig|6666666.707976.peg.4948, fig|6666666.707976.peg.5265
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	fig|6666666.707976.peg.3675
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	fig|6666666.707976.peg.2530
